Timestamp,What is your age?,What is your Gender,What is your current city/town of residence?,Which of the following best describes your current diet?,How long have you been following your current diet? ,What was your main motivation for choosing your current diet? ,"How many times per week do you consume non-vegetarian foods (meat, fish, eggs)?",How many times per week do you consume vegetarian foods?,"When eating out, how difficult is it to find meals that fit your diet?","How confident are you that your current diet meets your nutritional needs? (1= not at all confident, 5= extremely confident)","How important are ethical or environmental concerns in your food choices? (1= not important, 5= extremely important)",Do you plan to change your dietary pattern in the next 12 months?,who?
2025-05-22 23:18:27.357941,22,Male,Pune,Vegetarian,Less than 1 year,Health,5,more,neutral,4,4,yes,Viraj
2025-07-30 00:18:14.357941,24,Female,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,1-2,more,difficult,4,3,maybe,Vedang
2024-10-09 04:20:13.357941,43,Male,Pune,Vegetarian,Less than 1 year,Health,1-2,5,easy,4,2,fuck no,Viraj
2025-01-05 05:04:33.357941,21,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,more,neutral,3,3,maybe,Yash
2024-10-23 15:19:05.357941,29,Female,Pune,Eggetarian,Less than 1 year,Taste preference,Never,more,neutral,3,5,yes,Yash
2024-11-04 22:03:20.357941,19,Female,Pune,Vegetarian,more than 10 years,Family Tradition,3-4,3-4,neutral,5,5,fuck no,Yash
2024-11-21 21:30:32.357941,36,Male,Pune,Vegan,more than 10 years,Taste preference,3-4,more,neutral,5,5,maybe,Yash
2025-03-09 12:55:59.357941,21,Female,Pune,Eggetarian,more than 10 years,Health,3-4,3-4,difficult,2,5,fuck no,Tushar
2025-04-11 20:03:39.357941,54,Male,Pune,Vegetarian,more than 10 years,Other,Never,more,neutral,3,5,yes,Viraj
2025-01-09 00:20:38.364890,50,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,5,more,neutral,3,5,yes,Yash
2025-02-11 15:55:01.364890,36,Female,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,neutral,4,5,yes,Vedang
2025-01-21 01:35:03.364890,28,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,3-4,neutral,4,4,yes,Yash
2025-03-09 22:33:40.364890,19,Male,Pune,Non-Vegetarian,Less than 1 year,Ethics/Religious Beliefs,1-2,more,neutral,4,5,fuck no,Tushar
2025-08-04 09:42:10.364890,64,Female,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,Never,neutral,3,5,fuck no,Tushar
2025-02-13 06:16:09.364890,31,Male,Pune,Vegetarian,1–5 years,Health,more,5,difficult,1,2,yes,Yash
2025-04-29 17:42:14.364890,34,Male,Pune,Other,more than 10 years,Health,1-2,more,easy,3,5,maybe,Yash
2025-03-01 09:16:46.364890,22,Female,Pune,Non-Vegetarian,1–5 years,Other,Never,more,difficult,3,2,fuck no,Vedang
2024-10-16 21:33:28.364890,26,Male,Pune,Vegetarian,Less than 1 year,Taste preference,1-2,more,neutral,5,2,maybe,Yash
2025-09-19 02:01:40.364890,35,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,5,more,neutral,4,3,fuck no,Yash
2024-10-19 05:32:41.364890,29,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,1-2,5,easy,3,4,maybe,Viraj
2025-08-02 07:22:19.364890,19,Male,Pune,Vegetarian,more than 10 years,Taste preference,Never,3-4,difficult,4,3,fuck no,Viraj
2024-12-27 02:26:54.364890,47,Male,Pune,Non-Vegetarian,more than 10 years,Family Tradition,1-2,more,easy,4,5,fuck no,Yash
2025-01-23 09:18:39.365579,31,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,Never,neutral,3,4,fuck no,Viraj
2025-04-30 03:03:41.365579,57,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,3-4,difficult,2,4,fuck no,Viraj
2025-02-11 12:35:32.365579,20,Male,Pune,Eggetarian,Less than 1 year,Health,3-4,more,easy,1,4,yes,Tushar
2025-03-16 19:52:32.365579,54,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,more,difficult,4,1,yes,Tushar
2024-12-06 14:23:53.365579,36,Male,Pune,Vegetarian,5-10 years,Health,1-2,more,neutral,3,5,maybe,Yash
2025-02-05 10:55:01.365579,30,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,5,easy,1,3,maybe,Viraj
2025-04-10 14:36:29.365579,57,Female,Pune,Other,Less than 1 year,Family Tradition,1-2,1-2,easy,4,2,fuck no,Tushar
2025-05-11 02:56:37.366085,38,Male,Pune,Non-Vegetarian,Less than 1 year,Other,Never,more,neutral,3,4,yes,Viraj
2025-04-23 00:33:16.366085,35,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,more,easy,3,3,fuck no,Vedang
2025-06-24 05:25:18.366085,53,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,3-4,neutral,4,4,maybe,Viraj
2024-12-13 08:09:15.366085,36,Female,Pune,Vegan,more than 10 years,Family Tradition,Never,5,neutral,4,3,yes,Yash
2025-08-20 23:33:05.366085,50,Female,Pune,Non-Vegetarian,Less than 1 year,Other,5,more,neutral,4,4,fuck no,Vedang
2024-12-17 22:21:46.366085,54,Male,Pune,Vegetarian,Less than 1 year,Health,1-2,1-2,neutral,3,3,fuck no,Viraj
2025-04-19 08:40:52.366085,31,Male,Pune,Vegetarian,more than 10 years,Health,Never,more,easy,5,4,maybe,Viraj
2025-03-04 23:43:51.366619,55,Male,Pune,Vegetarian,more than 10 years,Family Tradition,1-2,3-4,difficult,4,2,maybe,Vedang
2025-06-20 08:52:54.366619,18,Male,Pune,Eggetarian,more than 10 years,Family Tradition,5,more,easy,5,3,fuck no,Tushar
2025-07-04 05:44:56.366619,48,Male,Pune,Vegetarian,1–5 years,Taste preference,Never,more,easy,4,4,fuck no,Yash
2025-09-14 02:31:55.366619,24,Female,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,neutral,4,4,fuck no,Tushar
2024-10-02 21:26:51.366619,46,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,more,neutral,5,3,maybe,Tushar
2025-04-17 21:11:34.366619,64,Female,Pune,Vegetarian,Less than 1 year,Health,more,5,easy,3,4,yes,Yash
2025-09-29 05:10:50.366619,27,Male,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,Never,more,neutral,5,4,fuck no,Tushar
2024-10-12 04:11:02.366619,37,Female,Pune,Vegetarian,Less than 1 year,Family Tradition,Never,more,neutral,2,5,maybe,Yash
2025-05-02 09:01:04.366619,60,Female,Pune,Non-Vegetarian,more than 10 years,Family Tradition,3-4,3-4,neutral,3,4,fuck no,Tushar
2025-04-28 09:50:45.366619,52,Male,Pune,Non-Vegetarian,Less than 1 year,Health,Never,more,neutral,3,4,fuck no,Vedang
2025-09-06 05:04:01.366619,26,Male,Pune,Eggetarian,Less than 1 year,Taste preference,5,more,difficult,3,4,yes,Yash
2025-04-03 17:41:21.366619,54,Female,Pune,Non-Vegetarian,1–5 years,Other,5,3-4,easy,5,2,fuck no,Tushar
2025-01-12 05:09:26.366619,63,Male,Pune,Vegetarian,Less than 1 year,Family Tradition,1-2,3-4,easy,5,4,maybe,Yash
2025-04-14 02:13:33.366619,63,Male,Pune,Other,5-10 years,Health,1-2,more,easy,4,4,fuck no,Yash
2025-01-15 05:51:47.366619,48,Female,Pune,Vegetarian,Less than 1 year,Taste preference,1-2,more,difficult,5,3,fuck no,Viraj
2025-08-29 02:03:13.366619,36,Female,Pune,Vegan,1–5 years,Family Tradition,1-2,more,neutral,4,4,maybe,Tushar
2025-04-08 04:42:20.366619,64,Female,Pune,Vegetarian,more than 10 years,Family Tradition,1-2,more,neutral,4,3,fuck no,Yash
2024-11-28 00:50:26.366619,48,Female,Pune,Vegetarian,more than 10 years,Family Tradition,3-4,more,easy,3,5,yes,Yash
2025-05-21 22:28:38.366619,21,Male,Pune,Eggetarian,Less than 1 year,Health,Never,1-2,neutral,4,3,maybe,Viraj
2025-01-19 12:01:16.366619,51,Male,Pune,Vegetarian,Less than 1 year,Health,Never,5,neutral,5,4,yes,Viraj
2024-09-30 03:37:00.367714,44,Female,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,easy,3,1,fuck no,Yash
2025-05-26 01:43:08.367714,30,Female,Pune,Non-Vegetarian,1–5 years,Taste preference,3-4,more,difficult,3,3,fuck no,Yash
2025-05-20 23:34:42.367714,24,Male,Pune,Non-Vegetarian,1–5 years,Health,1-2,more,difficult,5,1,fuck no,Viraj
2024-11-26 11:36:45.367714,26,Female,Pune,Eggetarian,more than 10 years,Health,1-2,more,easy,4,4,maybe,Yash
2025-04-22 23:53:14.367714,42,Female,Pune,Vegetarian,1–5 years,Health,1-2,more,easy,5,3,yes,Yash
2025-05-15 06:39:26.367714,55,Female,Pune,Non-Vegetarian,Less than 1 year,Ethics/Religious Beliefs,Never,more,easy,5,3,maybe,Yash
2025-09-22 14:02:29.367714,47,Male,Pune,Vegetarian,more than 10 years,Health,3-4,1-2,easy,4,3,maybe,Viraj
2025-08-23 10:12:42.367714,35,Male,Pune,Non-Vegetarian,1–5 years,Health,3-4,3-4,difficult,4,3,fuck no,Viraj
2025-04-26 11:26:25.367714,54,Female,Pune,Eggetarian,more than 10 years,Health,Never,more,difficult,3,4,maybe,Vedang
2025-04-21 09:57:55.367714,33,Male,Pune,Vegetarian,more than 10 years,Health,more,more,neutral,3,4,yes,Yash
2025-08-12 12:25:27.367714,36,Male,Pune,Non-Vegetarian,more than 10 years,Health,1-2,more,easy,4,4,fuck no,Yash
2025-05-18 22:33:26.367714,34,Female,Pune,Non-Vegetarian,5-10 years,Taste preference,1-2,more,neutral,5,4,maybe,Yash
2025-08-28 10:06:10.367714,52,Female,Pune,Vegetarian,1–5 years,Other,3-4,more,difficult,5,5,yes,Tushar
2025-09-17 07:36:14.367714,32,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,5,difficult,3,5,maybe,Yash
2025-08-31 19:36:00.367714,20,Female,Pune,Non-Vegetarian,1–5 years,Taste preference,1-2,5,neutral,3,5,maybe,Vedang
2025-08-19 15:09:28.367714,28,Female,Pune,Non-Vegetarian,1–5 years,Family Tradition,3-4,more,easy,3,5,maybe,Viraj
2025-04-28 07:27:22.367714,30,Male,Pune,Vegetarian,Less than 1 year,Health,1-2,1-2,neutral,3,5,maybe,Yash
2025-08-04 16:49:10.367714,36,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,easy,5,4,maybe,Yash
2024-11-18 05:23:05.367714,18,Male,Pune,Other,more than 10 years,Taste preference,1-2,3-4,easy,4,5,maybe,Viraj
2024-12-18 04:06:05.367714,62,Male,Pune,Vegetarian,5-10 years,Family Tradition,Never,more,difficult,5,4,maybe,Tushar
2024-12-17 21:50:57.367714,65,Female,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,1-2,neutral,3,4,fuck no,Viraj
2025-02-24 16:20:09.367714,31,Female,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,easy,1,4,fuck no,Viraj
2025-08-12 23:45:16.367714,23,Male,Pune,Vegetarian,more than 10 years,Health,Never,more,neutral,1,4,yes,Viraj
2025-05-13 00:07:28.367714,65,Female,Pune,Non-Vegetarian,5-10 years,Health,more,more,neutral,3,4,yes,Yash
2025-03-22 16:14:06.367714,61,Female,Pune,Eggetarian,Less than 1 year,Taste preference,Never,3-4,easy,4,5,maybe,Yash
2024-11-26 14:28:31.367714,39,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,more,difficult,1,5,fuck no,Vedang
2025-01-04 12:38:04.367714,24,Male,Pune,Non-Vegetarian,Less than 1 year,Taste preference,5,5,neutral,4,4,maybe,Yash
2024-11-04 09:00:39.367714,24,Female,Pune,Vegetarian,Less than 1 year,Health,5,more,neutral,5,5,yes,Vedang
2025-03-19 15:24:10.367714,53,Male,Pune,Vegetarian,1–5 years,Taste preference,3-4,5,easy,5,5,maybe,Viraj
2025-01-06 01:43:06.367714,45,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,5,easy,5,4,yes,Yash
2025-09-12 12:37:06.367714,27,Male,Pune,Eggetarian,Less than 1 year,Taste preference,1-2,more,neutral,5,5,fuck no,Yash
2025-09-14 19:04:27.367714,52,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,more,neutral,5,4,fuck no,Vedang
2024-11-20 00:48:06.367714,46,Male,Pune,Vegetarian,1–5 years,Health,more,5,easy,4,5,maybe,Vedang
2024-11-12 10:05:33.367714,55,Male,Pune,Vegetarian,1–5 years,Health,3-4,more,difficult,4,4,maybe,Yash
2024-10-23 12:54:53.367714,31,Male,Pune,Other,5-10 years,Taste preference,1-2,more,neutral,3,5,maybe,Tushar
2025-03-10 07:02:27.367714,61,Female,Pune,Vegetarian,1–5 years,Health,1-2,5,neutral,4,3,yes,Tushar
2025-07-02 08:08:17.367714,47,Male,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,3-4,neutral,4,3,maybe,Viraj
2024-12-13 19:52:53.367714,37,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,difficult,4,5,fuck no,Yash
2024-12-23 16:10:15.367714,40,Male,Pune,Non-Vegetarian,Less than 1 year,Ethics/Religious Beliefs,Never,more,difficult,4,5,fuck no,Yash
2025-08-28 17:13:22.367714,64,Male,Pune,Vegetarian,Less than 1 year,Taste preference,1-2,5,difficult,5,3,yes,Viraj
2024-10-15 05:11:21.367714,25,Female,Pune,Vegan,1–5 years,Other,5,3-4,easy,5,3,yes,Tushar
2024-10-08 16:04:15.367714,51,Female,Pune,Non-Vegetarian,5-10 years,Taste preference,Never,more,easy,4,4,fuck no,Yash
2025-08-14 18:38:54.367714,56,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,more,easy,5,4,maybe,Yash
2025-06-05 23:44:24.367714,29,Female,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,easy,4,5,fuck no,Yash
2025-07-14 11:16:21.367714,36,Female,Pune,Vegetarian,5-10 years,Ethics/Religious Beliefs,Never,more,neutral,3,3,maybe,Viraj
2024-10-06 02:44:59.367714,48,Female,Pune,Vegetarian,1–5 years,Taste preference,Never,more,difficult,4,4,maybe,Yash
2025-09-06 02:55:03.367714,51,Female,Pune,Vegetarian,1–5 years,Taste preference,1-2,more,easy,3,5,yes,Viraj
2024-12-09 06:20:39.367714,42,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,neutral,4,3,fuck no,Viraj
2024-10-30 06:17:54.367714,51,Male,Pune,Non-Vegetarian,5-10 years,Family Tradition,5,1-2,neutral,4,4,yes,Vedang
2024-10-09 17:29:46.367714,30,Male,Pune,Eggetarian,more than 10 years,Other,3-4,more,neutral,5,3,fuck no,Vedang
2025-09-24 12:17:36.367714,57,Male,Pune,Non-Vegetarian,Less than 1 year,Health,Never,more,neutral,4,4,maybe,Vedang
2025-08-01 00:54:12.367714,31,Female,Pune,Non-Vegetarian,more than 10 years,Health,1-2,5,difficult,3,4,fuck no,Viraj
2024-11-17 23:42:25.367714,29,Male,Pune,Other,more than 10 years,Other,5,more,neutral,3,3,maybe,Viraj
2025-06-12 23:28:34.367714,34,Female,Pune,Non-Vegetarian,more than 10 years,Health,1-2,5,neutral,3,4,maybe,Viraj
2025-09-17 18:41:49.367714,27,Male,Pune,Other,Less than 1 year,Family Tradition,Never,Never,difficult,4,5,yes,Viraj
2025-09-14 13:35:38.367714,18,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,more,easy,5,5,maybe,Viraj
2025-08-13 06:27:58.367714,54,Female,Pune,Vegetarian,more than 10 years,Family Tradition,1-2,more,easy,5,4,maybe,Yash
2025-04-22 12:30:14.367714,38,Male,Pune,Vegetarian,5-10 years,Health,Never,3-4,difficult,4,1,fuck no,Yash
2025-03-25 01:06:16.367714,48,Male,Pune,Vegetarian,Less than 1 year,Other,5,3-4,easy,2,4,maybe,Yash
2025-04-20 22:22:10.367714,64,Male,Pune,Eggetarian,Less than 1 year,Taste preference,1-2,more,neutral,3,3,maybe,Yash
2024-12-25 18:02:11.367714,37,Male,Pune,Non-Vegetarian,1–5 years,Ethics/Religious Beliefs,Never,more,neutral,3,3,maybe,Yash
2025-08-01 17:52:53.367714,20,Male,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,1-2,easy,5,3,maybe,Tushar
2025-03-27 16:30:04.367714,42,Male,Pune,Vegetarian,more than 10 years,Taste preference,Never,3-4,neutral,4,4,fuck no,Vedang
2025-06-06 17:41:58.367714,49,Female,Pune,Non-Vegetarian,more than 10 years,Health,1-2,3-4,neutral,5,3,fuck no,Vedang
2025-01-06 03:21:38.367714,19,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,more,neutral,5,4,fuck no,Vedang
2025-05-24 04:36:29.367714,25,Female,Pune,Vegetarian,Less than 1 year,Family Tradition,1-2,5,easy,3,3,yes,Yash
2025-06-27 00:11:14.367714,48,Male,Pune,Vegan,Less than 1 year,Health,Never,more,easy,4,3,fuck no,Tushar
2024-10-15 23:39:16.367714,50,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,more,easy,3,4,fuck no,Viraj
2025-05-27 20:40:58.367714,19,Male,Pune,Vegetarian,more than 10 years,Health,Never,5,neutral,4,4,maybe,Yash
2025-01-18 00:54:13.367714,29,Female,Pune,Non-Vegetarian,more than 10 years,Family Tradition,Never,more,easy,4,2,maybe,Viraj
2025-04-19 03:18:14.367714,37,Female,Pune,Vegetarian,1–5 years,Family Tradition,more,more,neutral,5,5,fuck no,Vedang
2024-11-26 03:57:01.367714,35,Male,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,more,Never,neutral,3,3,fuck no,Viraj
2025-08-18 13:02:49.367714,29,Female,Pune,Vegetarian,Less than 1 year,Taste preference,3-4,3-4,neutral,4,5,yes,Yash
2025-02-09 03:12:23.367714,21,Female,Pune,Non-Vegetarian,more than 10 years,Health,more,more,neutral,3,5,fuck no,Viraj
2025-09-03 10:39:19.367714,56,Female,Pune,Non-Vegetarian,1–5 years,Health,1-2,more,easy,3,4,fuck no,Viraj
2025-02-18 17:18:36.367714,31,Male,Pune,Vegetarian,more than 10 years,Health,3-4,3-4,difficult,5,5,fuck no,Vedang
2024-12-07 19:07:46.367714,40,Male,Pune,Non-Vegetarian,more than 10 years,Health,5,more,neutral,5,4,fuck no,Tushar
2025-07-10 09:52:40.367714,25,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,3-4,more,neutral,5,5,maybe,Viraj
2024-10-30 16:14:53.367714,43,Female,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,neutral,4,3,fuck no,Tushar
2024-12-31 18:34:30.367714,45,Male,Pune,Vegetarian,1–5 years,Family Tradition,3-4,more,difficult,4,5,maybe,Viraj
2024-10-03 17:59:57.367714,35,Male,Pune,Vegetarian,Less than 1 year,Other,1-2,3-4,neutral,3,3,maybe,Viraj
2025-06-24 20:52:05.367714,40,Female,Pune,Eggetarian,more than 10 years,Health,Never,more,easy,4,4,fuck no,Yash
2024-11-28 22:10:07.367714,59,Female,Pune,Non-Vegetarian,Less than 1 year,Health,3-4,more,easy,4,4,maybe,Tushar
2024-12-18 09:43:13.367714,36,Male,Pune,Non-Vegetarian,1–5 years,Taste preference,Never,more,easy,5,4,fuck no,Viraj
2025-04-03 02:16:04.367714,53,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,easy,4,4,fuck no,Yash
2025-03-13 20:21:17.367714,36,Female,Pune,Vegetarian,1–5 years,Family Tradition,1-2,more,neutral,3,1,fuck no,Yash
2025-04-15 11:32:02.367714,57,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,3-4,easy,2,1,maybe,Tushar
2025-01-28 19:41:03.367714,20,Male,Pune,Vegetarian,Less than 1 year,Health,1-2,5,easy,4,5,maybe,Yash
2025-08-01 21:36:58.367714,46,Male,Pune,Non-Vegetarian,1–5 years,Health,Never,5,neutral,4,3,fuck no,Viraj
2025-04-11 22:06:48.367714,59,Male,Pune,Vegetarian,more than 10 years,Taste preference,1-2,more,neutral,5,3,yes,Yash
2025-01-17 02:50:01.367714,37,Female,Pune,Non-Vegetarian,more than 10 years,Family Tradition,more,more,easy,3,2,maybe,Viraj
2024-10-25 22:56:40.367714,55,Female,Pune,Non-Vegetarian,more than 10 years,Family Tradition,1-2,more,neutral,2,5,fuck no,Viraj
2025-08-11 16:01:11.367714,30,Female,Pune,Eggetarian,5-10 years,Health,Never,3-4,neutral,5,4,yes,Tushar
2025-06-21 05:58:26.367714,19,Male,Pune,Vegetarian,more than 10 years,Taste preference,Never,more,neutral,5,3,maybe,Viraj
2025-01-09 07:58:58.367714,44,Male,Pune,Other,more than 10 years,Health,3-4,more,easy,3,3,maybe,Viraj
2025-09-12 01:37:06.367714,44,Male,Pune,Non-Vegetarian,Less than 1 year,Health,5,3-4,easy,5,3,fuck no,Yash
2025-03-25 19:34:36.367714,47,Male,Pune,Vegetarian,Less than 1 year,Health,Never,more,easy,1,4,maybe,Viraj
2024-12-11 04:19:34.367714,30,Female,Pune,Vegetarian,more than 10 years,Family Tradition,1-2,3-4,difficult,4,3,fuck no,Yash
2024-12-17 05:57:51.367714,46,Male,Pune,Vegetarian,more than 10 years,Taste preference,more,1-2,easy,5,3,fuck no,Vedang
2025-08-19 11:57:35.367714,48,Female,Pune,Non-Vegetarian,more than 10 years,Health,1-2,more,neutral,5,4,fuck no,Yash
2024-12-07 13:13:43.367714,23,Female,Pune,Vegetarian,1–5 years,Taste preference,Never,more,easy,5,5,yes,Yash
2024-12-25 05:34:37.367714,24,Male,Pune,Non-Vegetarian,more than 10 years,Other,Never,more,easy,5,3,maybe,Yash
2025-09-08 08:37:04.367714,59,Male,Pune,Non-Vegetarian,more than 10 years,Health,Never,more,neutral,4,3,maybe,Tushar
2025-08-22 06:48:36.367714,56,Female,Pune,Vegetarian,1–5 years,Other,1-2,3-4,difficult,3,3,fuck no,Tushar
2025-01-11 18:34:12.367714,30,Male,Pune,Non-Vegetarian,1–5 years,Health,1-2,3-4,easy,1,5,fuck no,Yash
2025-06-02 14:01:43.367714,64,Female,Pune,Non-Vegetarian,more than 10 years,Health,Never,1-2,neutral,3,5,yes,Yash
2025-07-03 05:44:06.372169,21,Female,Pune,Non-Vegetarian,5-10 years,Taste preference,1-2,more,neutral,3,2,yes,Viraj
2025-08-15 03:52:02.372169,45,Male,Pune,Non-Vegetarian,more than 10 years,Health,5,more,neutral,3,3,maybe,Yash
2025-05-20 04:53:03.372169,30,Male,Pune,Non-Vegetarian,Less than 1 year,Other,1-2,1-2,neutral,5,4,yes,Viraj
2025-08-01 06:07:11.372604,59,Male,Pune,Non-Vegetarian,5-10 years,Other,3-4,more,easy,5,5,fuck no,Tushar
2025-04-21 23:10:14.372604,27,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,5,1-2,neutral,4,4,fuck no,Tushar
2025-02-14 01:08:36.372604,57,Female,Pune,Vegetarian,Less than 1 year,Taste preference,1-2,3-4,difficult,3,4,fuck no,Vedang
2025-02-23 16:10:30.372604,65,Male,Pune,Eggetarian,Less than 1 year,Health,Never,3-4,easy,3,4,fuck no,Viraj
2024-11-29 10:35:23.372604,44,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,more,easy,2,5,yes,Viraj
2025-08-12 18:38:55.372604,22,Male,Pune,Vegetarian,more than 10 years,Family Tradition,3-4,1-2,easy,3,3,maybe,Yash
2025-03-03 23:51:34.372604,37,Male,Pune,Vegetarian,Less than 1 year,Taste preference,1-2,more,neutral,4,3,maybe,Viraj
2025-03-06 13:57:48.372604,20,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,1-2,more,easy,3,3,fuck no,Yash
2024-11-09 23:27:10.372604,22,Female,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,1-2,neutral,3,5,maybe,Vedang
2025-09-25 18:27:32.372604,31,Female,Pune,Non-Vegetarian,5-10 years,Health,1-2,more,neutral,5,5,fuck no,Viraj
2025-02-02 23:26:08.372604,38,Female,Pune,Vegetarian,1–5 years,Health,1-2,3-4,easy,4,5,maybe,Tushar
2024-12-11 12:31:21.372604,41,Female,Pune,Non-Vegetarian,more than 10 years,Health,3-4,more,difficult,5,4,maybe,Viraj
2025-04-04 00:19:17.372604,40,Male,Pune,Non-Vegetarian,Less than 1 year,Family Tradition,3-4,5,neutral,4,3,yes,Yash
2024-10-25 19:15:12.372604,62,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,1-2,easy,3,4,fuck no,Yash
2025-05-11 17:53:50.372604,48,Female,Pune,Vegan,more than 10 years,Family Tradition,Never,more,easy,4,4,maybe,Yash
2025-01-26 21:46:29.372604,19,Female,Pune,Vegetarian,Less than 1 year,Ethics/Religious Beliefs,5,more,neutral,3,4,fuck no,Yash
2025-09-26 21:31:36.372604,26,Female,Pune,Vegetarian,1–5 years,Family Tradition,Never,more,easy,3,3,maybe,Yash
2025-04-05 23:59:33.372604,45,Male,Pune,Other,more than 10 years,Taste preference,3-4,more,difficult,4,5,maybe,Tushar
2025-06-08 16:54:20.372604,27,Male,Pune,Non-Vegetarian,more than 10 years,Other,Never,3-4,easy,5,3,fuck no,Tushar
2025-09-03 22:40:41.372604,42,Female,Pune,Vegetarian,more than 10 years,Taste preference,1-2,more,neutral,5,4,fuck no,Yash
2025-02-22 19:19:44.372604,55,Male,Pune,Eggetarian,more than 10 years,Health,1-2,5,easy,3,3,fuck no,Viraj
2025-03-29 15:57:51.372604,52,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,1-2,more,neutral,5,3,fuck no,Tushar
2025-05-29 09:28:19.372604,31,Female,Pune,Vegetarian,1–5 years,Family Tradition,3-4,more,difficult,4,5,maybe,Vedang
2025-01-21 21:12:21.372604,48,Male,Pune,Vegetarian,Less than 1 year,Taste preference,Never,more,easy,5,3,fuck no,Yash
2025-08-20 12:07:16.372604,22,Male,Pune,Vegetarian,Less than 1 year,Other,Never,more,neutral,3,3,yes,Vedang
2025-01-23 16:19:12.372604,22,Female,Pune,Vegetarian,Less than 1 year,Health,Never,3-4,difficult,4,4,maybe,Tushar
2025-08-25 03:16:43.372604,31,Female,Pune,Vegetarian,1–5 years,Health,3-4,more,easy,3,4,fuck no,Vedang
2025-01-26 14:55:36.372604,41,Male,Pune,Vegetarian,more than 10 years,Taste preference,1-2,more,easy,4,3,fuck no,Vedang
2025-09-05 20:13:13.372604,58,Male,Pune,Non-Vegetarian,more than 10 years,Taste preference,Never,5,easy,3,3,maybe,Yash
2024-10-12 02:47:49.372604,18,Female,Pune,Non-Vegetarian,1–5 years,Other,Never,more,neutral,5,4,maybe,Yash
2024-11-27 09:00:49.372604,20,Female,Pune,Vegetarian,more than 10 years,Other,3-4,1-2,easy,4,5,fuck no,Vedang
2025-02-09 07:02:45.372604,65,Female,Pune,Non-Vegetarian,Less than 1 year,Other,3-4,more,easy,3,4,fuck no,Vedang
2024-12-17 05:57:27.372604,57,Female,Pune,Vegan,1–5 years,Health,Never,more,neutral,1,1,fuck no,Vedang
2025-05-17 12:10:49.372604,44,Male,Pune,Vegetarian,1–5 years,Health,Never,more,easy,5,4,fuck no,Yash
2025-02-03 23:14:10.372604,46,Female,Pune,Vegetarian,Less than 1 year,Family Tradition,1-2,more,easy,4,4,fuck no,Yash
2025-06-11 06:09:55.372604,30,Female,Pune,Non-Vegetarian,Less than 1 year,Taste preference,Never,more,easy,3,1,fuck no,Yash
2024-12-27 18:04:00.372604,45,Male,Pune,Non-Vegetarian,Less than 1 year,Health,1-2,more,easy,3,4,yes,Yash
2025-08-12 09:57:11.372604,47,Female,Pune,Eggetarian,more than 10 years,Taste preference,Never,more,neutral,5,5,yes,Tushar
